bacteria_name,ph,temperature,density_hour_0,density_hour_1,density_hour_2,density_hour_3,density_hour_4,density_hour_5,density_hour_6,density_hour_7,density_hour_8,density_hour_9,density_hour_10,density_hour_11,density_hour_12,density_hour_13,density_hour_14,density_hour_15,density_hour_16,density_hour_17,density_hour_18,density_hour_19,density_hour_20,density_hour_21,density_hour_22,density_hour_23
Escherichia coli,6.9,39.3,444955.9293160352,436056.81072971446,432761.1633826507,5685153.539571382,70270948.6343295,826055789.4537555,933077584.8875656,993692900.6412802,1002533613.3662297,982482941.098905,962833282.2769268,957407868.2661772,938259710.9008538,982246636.7148252,962601703.9805288,949642485.2139164,952517276.789969,979979444.8333513,985708571.2834696,965994399.8578,974260229.6034964,975202314.1305412,955698267.8479304,972978903.4249284
Bacillus subtilis,8.0,32.6,241352.55360266435,248364.04459187933,259194.43729867827,254010.5485527047,248930.33758165065,380360.7240912555,731029.2327783009,1336656.741033506,2731752.4430593727,4775700.95575547,9005624.410506085,17873304.7825737,33459176.980953574,60789716.56548444,120391594.28198524,221175344.19103655,504719671.92282295,503757087.0217557,529226523.91221774,518641993.4339734,523790670.1979365,536207288.1338236,525483142.3711471,514973479.52372414
Bacillus subtilis,8.0,31.4,89235.06458384752,87450.36329217057,92705.90646669632,91101.68188048642,89279.64824287669,135444.02563508868,249033.0521144124,446329.8287622607,780087.1054890491,1430429.5459165864,2658715.7782112323,4879925.637689983,8523154.160812542,15481482.151981683,29488263.622690376,49768003.71825734,515350874.42581296,505043856.9372967,511816105.6366721,533417830.0110309,522749473.4108103,524138941.0528368,536920157.6332437,535641857.39646846
Streptococcus pyogenes,6.8,36.6,279822.14073904237,292829.68755544414,286973.0938043352,281233.6319282485,657662.381599776,1925699.4808442488,5483551.898224882,16093795.016304309,43172357.96280793,127445108.80097228,369539324.1046864,532223019.70161,542205680.9907128,544478210.5578127,582068821.7353449,570427445.300638,559018896.3946252,547838518.4667326,536881748.0973979,533493675.47902155,525452870.53150034,531774035.2421131,528937006.9248568,546128625.9293597
Bacillus subtilis,9.1,25.0,424876.47396687744,390772.6342126766,353780.26075280266,389179.7493296397,399444.38851103775,373664.8975758586,345675.4797978013,370109.0034096641,317613.3570611858,362629.4252406732,342382.1720932796,307974.41820519755,341690.9941223654,314004.14666503324,317306.0971357221,254621.88211104757,292808.2523145949,281435.5914789826,252914.84433854243,252307.98727904007,298598.3553655858,202765.8131270955,312477.9780776183,231162.07275881
Bacillus subtilis,5.7,29.2,335033.72332867305,366738.3022716871,372262.07584507455,363276.64061481913,330268.3173516255,334348.89075033227,315213.11455445783,288069.9423712092,393101.0903451273,272429.30755362066,313867.18944198225,321501.62083378446,280687.1194168193,324268.9490355814,255306.72496609963,311317.73140341294,232104.84017176487,206389.53491036905,241999.9657975698,268739.65909916855,242157.96891184273,228576.5474896005,241258.70181284944,207280.55225989115
Pseudomonas aeruginosa,7.3,51.5,313733.91694626387,275870.0202003639,326624.99570899317,325980.4756521878,253729.1961226562,310134.12557731994,306458.1700870015,270852.66263871954,253257.22694013824,296308.6337203286,260227.9240016016,232590.33122520844,229052.80472917767,225624.18573620636,248217.33152214647,238284.0871701816,253757.94172566256,286398.0746363941,216082.0465006795,222500.12374599095,175901.8608155977,179471.34467389464,184221.05544538924,190547.78803977993
Escherichia coli,5.8,25.4,312751.445134058,291335.55910855543,272670.879672603,321731.05889855133,264408.3567281746,282482.380237194,281954.5694262096,255396.9151776936,281009.30489153817,262236.324375493,239675.25931257475,295743.8782808139,216712.2913505312,292397.28557416325,213915.6410089017,240621.4522351315,252034.37796978105,229962.8814150304,189141.446700294,258836.95920637235,170989.6293725528,192483.30794928435,184223.71470490764,230598.5720848879
Bacillus subtilis,8.7,42.0,96825.91806405789,94003.34070897744,87705.75222252027,90786.38130762707,95252.1436048952,90711.48933513011,71483.13605959598,63537.294153378694,62899.9900647301,66202.945718328,67206.03057287152,71394.74411018674,61842.63137486043,74113.46467005415,62554.783599930095,63167.0125033902,62661.77600512714,63083.183663251155,63455.407864913264,67375.2718559654,56736.768878435585,68219.11576915486,51802.80976650955,50851.56100426547
Staphylococcus aureus,6.7,42.5,343027.5137703508,361816.3577204755,354580.03056606604,347488.4299547447,359025.0547577323,351844.55366257764,356442.4235592299,355127.8882684676,352436.6488098645,361320.7557131432,373855.63067871286,366378.5180651386,368286.0794491012,371405.2589933345,363977.15381346777,360868.33073979773,353650.96412500174,346577.9448425017,363287.8253546755,356022.068847582,348901.62747063034,384744.9117033325,377050.01346926583,369509.0131998805
Pseudomonas aeruginosa,6.7,18.0,384112.1428647146,423194.73960579303,387254.22663523594,420124.821853712,384692.6640900536,387236.1987037591,415734.4056396421,388293.5107685774,349976.50826224446,316792.7226537882,320036.1620094861,359740.6632304304,332433.1324828118,306872.85292625206,319355.03103678045,359483.5153820892,347726.4609830103,330841.52823064773,333228.65807807643,278077.71119240636,306036.21658146137,351531.28371779586,287183.146574286,262531.2599824579
Bacillus subtilis,7.8,32.1,102380.76823125136,103648.96523726064,139568.09544143273,330064.3446400078,782335.6175689915,1774944.3293421897,4084084.389222784,9363984.506487776,21924260.037538808,50892577.02084656,120412096.03958409,268728607.6646972,622301186.9450691,785726113.2487584,770011590.9837832,754611359.1641076,746122935.5361389,771489971.720842,756060172.2864251,752962150.0829415,772392981.5354648,763429782.280415,774983348.086381,780821230.0068308
Streptococcus pyogenes,7.8,25.8,67719.33467028516,70019.73394562138,70216.00654131008,68811.68641048388,70785.08227037103,69369.38062496361,67981.99301246434,66873.62099363956,67647.42704186586,66294.47850102854,68614.32380450993,67242.03732841973,70218.2239792411,72380.88713316439,70933.2693905011,72427.68649195801,81519.32077783949,95649.93702622288,104201.52137046952,116781.85301010452,138346.07903542765,145522.31760787868,164894.38041590631,177703.37629532002
Pseudomonas aeruginosa,9.0,43.2,449987.9793827848,405785.62868458993,323432.6039947402,341302.87427590485,417053.30618819065,432056.4437608723,411839.28419635847,337122.1511900894,386901.9843778532,330629.93370459456,335129.0214148481,385115.5722386746,339894.2696270179,307924.1335357673,359254.5790625503,339906.56223096914,281166.82661687635,329245.97977995913,243170.93283112717,317099.0933867449,234568.16223856303,318387.0375474349,258789.5806872605,261986.09303419376
Streptococcus pyogenes,6.9,30.1,309015.8024924845,308310.6696667859,304070.1720968274,297988.7686548909,294159.3078096268,365225.55090996786,502024.27808909264,651747.7589753368,848343.9630489929,1041626.7794675984,1412130.18198974,1758708.8373732916,2344278.6132302256,3080164.7006544927,3975149.4176634583,5159512.268202237,374188715.4182816,376834862.8920114,369298165.6341712,367790587.2530616,379484987.66356874,371955115.55845547,381035093.72166705,389957975.7992915
Bacillus subtilis,5.8,23.2,226232.825587749,238808.60437125037,219194.983964194,196931.26280429572,204563.41114715335,227257.93474491735,241177.7068526821,159993.7509952254,205340.1768370768,162231.30584117526,200277.4620370297,218333.3710609069,197653.2125732288,195474.813202952,157020.38619668916,177740.66236742478,133176.71865768934,178988.193396195,175497.06691646064,174595.0213705068,181787.98930032016,157068.72322240236,150791.58896187265,124459.77740358886
Pseudomonas aeruginosa,7.2,38.2,134168.17980284026,131869.27699629898,207215.36280524512,2022881.5592136271,19579096.473693512,175031374.24551368,906408736.00278,888280561.2827244,870514950.0570699,882358746.9236004,866753690.2972021,894310387.331928,901890272.9241658,883852467.4656825,869553821.2540545,878455687.6215101,860886573.86908,850704921.3610406,844076788.1178412,875895315.3867946,871934026.5595902,903297179.8901186,885231236.2923162,867526611.5664699
Escherichia coli,7.7,31.9,237420.30712603385,232813.20400515973,239547.7131216618,245598.1699654071,324289.9269154598,573429.6060778882,1013478.6882834808,1825489.7069539824,3096643.954755302,5656596.213192449,9512445.263472982,16633511.12327636,29405449.369129486,53548414.30585968,94716552.21691696,509018224.3150581,515348451.52338415,509173755.6136617,512845817.90855193,525515806.92584926,526920664.47832274,543898523.2471243,533020552.7821818,525971477.946272
Staphylococcus aureus,7.2,5.1,458046.4408022008,411419.9204236781,350257.8927737345,406304.80408703897,421250.4053472937,417562.88210010045,387535.70537455013,330550.2829932222,303643.79184988886,279325.9139436514,376688.73522164155,374607.76269684674,272646.87903545215,338944.8262112411,322070.18475473125,302275.9247055153,284054.502361952,268648.7439808612,300574.7562243833,288282.43723315536,290404.7891187287,285304.85222881875,283776.7698388279,271588.0596425205
Streptococcus pyogenes,5.4,35.4,213108.36339918204,240816.90266245443,213305.25139127608,216196.5034670249,223738.0839615556,185986.49675025645,204396.22121138315,200089.69718916,226572.19976821775,185143.21619757515,201820.288686868,165075.54034241074,195778.4182177061,211695.21532097957,161174.7091635737,217228.09712892535,152231.45486088272,195435.1761400106,126779.2024898889,185425.49316844717,142354.1787309994,124890.36910476498,164365.94405324472,131186.53890853684
Pseudomonas aeruginosa,6.3,33.7,246480.74439112653,241551.129503304,241834.6422373735,262344.2021067942,466268.975359261,1057669.3751811832,1941694.3769869227,3849038.720228097,7237715.693296368,15266262.128890635,27759405.685418595,53329139.38568496,103542715.9837913,202408245.74394733,379546159.2947694,500191761.0704754,490187925.8490659,496396625.2230496,492276104.05883026,493285273.87475383,500501088.78528976,495841193.3871336,497000055.8782165,499402521.0555448
Streptococcus pyogenes,7.8,26.7,87623.32967510878,88358.67569292069,86591.50217906227,86249.65036864996,84965.69729311147,88213.31919361927,86449.05280974689,89430.1416997182,87641.53886572384,85888.70808840936,86824.5940398599,85088.1021590627,86747.22033407587,91176.38574857562,110989.4568492512,127902.25402393805,141273.06726792408,165819.36153209975,195390.9616525295,220694.54444772063,244992.8182764545,285463.52741902083,338895.0507172451,376442.6467672008
Streptococcus pyogenes,4.9,56.2,375107.7268007012,389468.7733230639,386519.015536282,391281.7675448578,380632.45086847874,354524.02420531685,334164.48009879363,330303.65939010895,331867.0058190315,322047.6317723968,344390.7810634079,277097.0064481059,281286.1733072588,305177.8502889062,261757.16084385983,323015.15035924385,247864.59226180665,300437.7966544642,290969.24549298536,263706.71538354567,220991.56981935608,255986.6592305907,267019.54215715337,259341.05823318925
Pseudomonas aeruginosa,8.0,25.1,372978.93068228423,277112.4162447079,256917.78450394564,265709.021617341,312979.74555894244,308910.6453549499,291669.9790013754,324687.48415356147,228579.10783664644,278333.28343708697,280041.6389631449,232043.39206951397,315686.004209145,215402.3057171183,269625.5876506302,213109.38500484853,232114.46122486988,271633.16852659313,224594.93625049136,223135.88429965175,232213.03796120203,194398.15347070567,206055.67713847963,212512.33629689197
Bacillus subtilis,6.3,39.2,113891.52562766358,112133.56407177993,120158.377651,117755.21009798,115400.1058960204,114927.98953012016,178371.11982532803,382176.0134137203,770250.9705880897,1625937.5408480451,3250548.5732477703,6480825.913353674,12727105.889327988,25353647.15923981,53141706.77619487,108531891.42515032,198711329.89871335,440882131.32652366,445232990.3109221,443570535.5308688,434699124.8202514,442910512.9163693,444888840.75595456,457074349.6057864
Escherichia coli,6.9,48.3,329681.8589736688,321185.80126735824,333231.08692496724,275094.78712154325,323205.5179393263,308939.4935852999,306209.4710804717,281916.8954975954,287392.2828553288,331104.1627489704,281954.4147075016,275163.3992437025,253198.58575054447,243156.1860728995,238964.57082945935,219239.43195438987,205033.0868361628,228978.15937033328,241432.07742070447,266220.0167942235,203776.5866740456,186786.6655155988,199783.66067342416,204120.06178820133
Bacillus subtilis,8.2,42.1,34984.16752277346,35215.94412546732,35004.59935763258,35977.81033169028,38532.23707227215,37761.59233082671,37006.36048421017,36266.23327452596,36176.347401223335,37434.40574942537,36685.71763443686,35952.003281748126,38550.903717140194,37779.88564279739,37024.28792994144,37690.27952464216,36936.47393414932,36197.74445546633,37013.970167661486,40660.229669485096,48135.37012166145,57057.12294522743,73976.93559703298,90037.91239838515
Staphylococcus aureus,6.2,28.7,379542.76904797833,383044.3226060861,387148.7101011253,307031.98219954735,420188.5715937502,303780.70953404455,436561.0893460277,366930.7776977568,311285.2153585588,315755.4868133826,339948.49025201355,342052.07868257223,291991.25378353184,255988.49051530508,315377.02567639854,282402.60505921615,289651.5847968919,229929.9330200575,265283.5441278777,275316.7230359779,194964.4435581932,269382.9064897821,209384.23916927987,269158.195706382
Staphylococcus aureus,7.0,38.3,64410.07926629948,66139.69969569346,67459.27747274085,67464.87562387467,67240.7910711244,69327.82929681204,69510.65162276609,68120.43859031076,69884.21449943159,68486.53020944295,67116.79960525408,66261.0465560511,68509.7037721779,67139.50969673434,75628.72761348689,82796.70223693668,94027.75218322908,100405.27248116644,116082.40318307784,131601.92500170862,151196.09113550122,163496.50780839595,179607.59324356794,200751.87921589852
Bacillus subtilis,7.3,40.9,472903.9194186565,499090.3183025323,489108.5119364816,479326.341697752,469739.814863797,460345.01856652106,822890.7197773404,1585258.2468603607,3251162.4033920695,7126252.438237748,13241940.182465965,26157051.339617543,54496023.905977614,114604008.9612245,219869903.84263197,457464783.0325473,478242247.39695907,498766150.4014669,491860869.9250406,505841490.45018953,495724660.64118576,503922418.9113005,493848992.72677934,498558472.3656114
Staphylococcus aureus,6.4,35.8,474703.73543802614,449998.580592553,328131.5883862594,398880.08337946574,448150.8367047694,472830.607864074,390155.85079404694,456464.5892156116,403321.5496335326,423943.76140308345,382122.7668828538,311069.28217834106,396171.08823923505,337816.7670339074,325749.996422655,350035.3918799221,290540.18995659635,301022.6059645906,325214.02092792856,354146.7406707153,353003.65419269114,295126.2948654269,299343.55197018187,282827.54764596984
Staphylococcus aureus,8.8,7.3,393735.7155140656,338095.1570784615,321154.56992367975,252695.7747491621,354111.89935300255,311900.79216906434,276542.48817839543,269532.16996696475,270419.53226832923,338773.6369443674,261316.21330572467,248095.96143036304,227009.88594544688,299682.5438703613,219420.78616443303,239456.85823443404,235092.10084858612,223104.34611878125,225602.68123222652,272440.6246177688,262449.5643946729,222537.53604575427,206667.6784920571,193973.97689183932
Escherichia coli,6.9,50.3,14312.28984029708,14022.331435972706,14236.287841302892,13257.71626782295,12355.852758580137,12642.29894897665,12052.44761369591,13126.226846952575,12790.366279672562,12766.783119802736,11409.46421260203,13139.04192400658,11230.94347863733,10564.357327136851,9112.956844194665,10645.609282025776,9717.12951615538,9926.840011222352,9703.94615593552,8206.501710055203,7547.988718155135,10549.206067489298,9028.589993401856,8417.012201641826
Pseudomonas aeruginosa,7.4,16.1,220843.52179894864,238021.0595847199,235422.5556710899,202509.3867991861,214047.3955141337,203953.91509922408,189504.2087286531,188172.85095913196,182604.20597804623,169888.49554063022,222770.4749196342,187237.3323142371,215159.6538551135,194243.35567252256,151605.8375675563,185383.80811683557,159077.7272025872,171181.50557917767,183090.80053935415,152659.70269539717,146247.8107662761,165175.40513592813,137800.23278027627,132122.16764783618
Bacillus subtilis,8.0,34.1,512947.1759982121,502688.23247824784,492634.46782868286,482781.7784721092,508410.95206764946,521892.8566727178,978404.9377285412,1910864.797088176,3553939.6487952597,6759529.090266156,12675794.113008022,23634500.899649423,44741234.93754149,77170177.72081764,155323680.05233493,286017723.4442252,470231127.0568578,489211054.52182907,490869732.29667825,499593291.6452272,489601425.8123226,490954011.64536226,498790547.0923494,505247016.75839245
Escherichia coli,6.5,23.5,377736.8303526337,370182.09374558105,383228.6231141249,375564.0506518424,368052.76963880553,381717.49677245895,377677.41171645257,381392.9023786644,412438.01902840665,404189.2586478385,396105.4734748817,388183.3640053841,380419.6967252764,380866.98888286634,387604.3777499016,379852.2901949035,372255.2443910055,393658.69914988265,385785.525166885,378069.81466354727,402976.89882625226,455207.830901176,497391.26556708897,596787.1969894773
Bacillus subtilis,7.1,23.9,192892.684030807,191796.40024683633,437030.9926708009,1420729.7742041815,4625039.001667813,15353392.995760148,51731416.95330976,165786743.18723243,515911751.9750686,868654393.8605359,871371134.653514,941106463.034764,922284333.7740686,914640785.4391694,915275947.885321,926359564.1053492,908774040.4544672,918777377.7259237,900401830.1714051,916429702.5894126,899718095.8856146,903454197.0301805,931524467.1959028,917278493.7554069
Escherichia coli,6.6,42.7,257784.46632101832,274572.1424604537,269080.6996112446,335715.9493165085,1312229.8698093556,4709057.752180751,17471127.012085993,62652783.1219751,238339986.5177506,685000725.5645406,743481318.8534555,728611692.4763864,714039458.6268587,705384078.4021626,693537287.1215373,710902257.3774055,711051618.9439683,702753663.0296825,699057730.1671422,701035362.8691342,714399342.768221,700111355.9128566,704515693.7464596,703887600.4357451
Escherichia coli,7.8,45.2,69971.73852311842,60793.07469691766,50920.06351461491,62957.58360222654,62453.25197629076,53010.56454775884,58214.15915385266,56881.9218116257,53468.31545197462,53972.21522017319,55251.01737320933,51995.878817448414,41593.96854162795,49855.80641335428,55740.15507017867,58229.22982284658,41237.111957987414,44381.102358214615,43989.54680600669,43952.55856470703,33930.75622134276,38187.85470464058,40597.18650842347,37059.344924018915
Bacillus subtilis,7.4,43.0,165025.8367315332,161725.31999690254,158490.8135969645,171379.26265480134,167951.6774017053,164592.64385367118,161300.79097659775,158074.7751570658,163157.64699243332,272063.15534797485,406224.4913580615,624312.4720842134,1085443.2370561406,1648752.8307106486,2665740.5330891646,4280946.165679855,6933996.490819891,11271381.215281123,17539641.226814833,28613696.111685928,329994080.7964616,330352668.9916678,325024335.65686744,320788610.6477146
Streptococcus pyogenes,7.9,12.8,77835.3020529852,77009.95527221623,69214.78057031643,59842.435060425094,69787.65030459833,59766.81667517866,52899.60040646525,54735.116246664686,51126.746299190374,66321.99613606327,49777.810550204675,55615.99435911658,53356.40741801589,44886.7895085585,48507.4619508734,57650.239615556915,47161.73900151721,48019.842542257786,47002.056594647736,56679.47453636103,52630.95826386932,50188.30007965732,51676.9872892674,42508.52377000189
Bacillus subtilis,8.0,41.4,327479.65266233165,320930.05960908503,344094.1736693232,337212.29019593674,330468.044392018,351066.76132025686,345973.42931842996,339053.96073206136,342507.5452983353,335657.3943923686,328944.24650452123,342153.91657729,464948.546444723,646365.9032151983,954824.2029287388,1272966.4732685774,1841879.6211636348,2654348.579597633,3632190.153037511,5435164.881916482,6842299.524522648,9931920.158545531,14117839.611691631,268577778.11200315
Bacillus subtilis,8.0,42.9,451777.1643847178,480374.3273267776,470766.84078024206,461351.5039646372,461020.07792685105,458422.2832428027,482529.19924284576,475292.3028966144,476363.9805852519,466836.7009735468,460672.6436915394,469481.93404641066,493751.38463401457,483876.35694133426,474198.8298025076,464714.85320645745,463349.1815170441,527431.0825839797,649690.9643998016,783421.1582805214,1050306.9579493215,1337993.9925151237,1625374.4372178493,2070302.593888651
Staphylococcus aureus,5.3,32.0,60276.08088730365,62983.22531250258,42516.80134899548,47053.79673659372,42128.86369693883,51884.73664293267,46642.8494001166,48515.812345228784,43677.27162412499,48965.53673464313,40500.65888837857,42626.977336832395,47138.65338851914,53517.4547290512,44688.332774089424,40931.21390890665,37472.30616974029,35574.72737008968,27967.53699628696,37985.42023470841,35177.07435287604,29451.964129364453,37140.699702826445,36649.91612268064
Escherichia coli,5.9,42.5,416287.8794659355,388613.7717942586,462543.2869946945,433563.5167464597,378473.8834615608,402839.5144613704,422045.2470170388,405550.9837748536,359483.1677002776,349946.28984913806,387924.9048069177,331906.39713228436,379557.08453606616,363903.62735861994,337488.8398260272,342486.75147320965,315065.16523825034,339235.17666871357,270945.8776337957,308892.4440915736,283589.09434542153,251328.25606623507,282403.0591577453,323187.85939341574
Escherichia coli,7.3,25.0,416750.66770285385,409997.240763249,428606.887293983,433342.2693880127,425065.8730606106,431847.52592163696,432710.13187383214,427014.7106225422,428446.8924062539,456633.6458960187,447500.9729780983,438550.9535185363,429779.9344481656,451228.8943191226,555505.402671702,676924.4689107712,854544.5691447582,980190.7986285064,1181661.062531922,1541949.730067626,1808425.003090893,2104183.0678960313,2458882.6846055337,3215398.4296018984
Bacillus subtilis,7.1,47.1,102584.69489165152,100533.0009938185,103155.58290202577,102438.93373279912,100568.24337287246,98556.878505415,96585.7409353067,104706.36880266137,102612.24142660812,100559.99659807596,102331.86701421246,102417.10931896525,105511.97213234748,108664.77220969912,106491.47676550515,104361.64723019506,102274.41428559116,102741.90151128672,100687.06348106098,105160.14317537428,126126.69707137982,145398.23768015212,187232.86336405165,221743.6335018321
Bacillus subtilis,8.5,22.1,30898.744380349726,33024.48802993947,31793.142420446104,30643.41264948905,34526.8818252831,30618.32558070849,27612.968470505963,26626.540096335968,36682.308439792025,27218.109675461743,29203.611475165933,27328.314263968627,30855.58875782783,26823.12180007775,23933.130921791133,24651.129901082964,20482.5154459483,25878.067493472223,24699.001103638584,21657.8453165484,22810.64436409874,22414.187306323493,20677.31636325319,21223.154859651073
Pseudomonas aeruginosa,6.1,29.7,420620.69901610445,412208.2850357824,403964.1193350667,424715.9312799656,416221.61265436624,407897.1804012789,402618.8112801143,398241.1805751674,428254.6208264683,419689.5284099389,516115.6648552067,693647.0803203045,932368.436413922,1208010.0611889595,1652528.9818760045,2216994.6724597383,3202171.5682481127,4018791.2706990167,5632116.449304294,7836082.062654063,10890180.387293609,325269976.4923566,331481758.6758421,334801566.5282019
Pseudomonas aeruginosa,6.6,33.4,299631.0979964483,310268.66469657136,309948.9473835502,1027262.7473560288,4967557.846328279,24607066.145723134,131109603.25430048,640150495.1862942,748796094.6513432,733820172.7583164,719143769.30315,709032671.759863,694852018.3246658,753067247.6150317,738005902.662731,723245784.6094764,752528209.9251529,737477645.7266499,722728092.8121169,735336339.6910183,720629612.897198,720398505.3647122,721169429.0090873,706746040.4289056
Pseudomonas aeruginosa,6.1,5.0,329885.69125229184,284771.29111072124,247496.6916305102,289046.15568966547,270633.286005305,260653.03508300945,246167.7586719833,208632.66332610545,280230.2336496875,271410.5173826812,225940.79768644104,218072.8229576352,239128.1146083576,252079.78543956456,208295.3724067896,209805.65591382605,221643.07897554984,227797.1112044897,231471.85965867364,206314.9930088192,210899.8450547711,213279.80597216284,201664.6435430895,183152.15066151987
Bacillus subtilis,5.2,16.2,379858.0214500422,278569.9516842322,330192.5581228758,298036.88976594957,303666.588555777,303323.9900174483,278152.72662753926,308721.49155713164,240961.49708600575,275203.7323844826,264086.74329701904,275634.63010200294,253381.26861358513,205356.00108843204,276888.2144507697,207969.37767004897,202910.5915149936,220738.565291165,255956.91815868387,238500.55047329748,185256.57011278815,219238.8218347663,209507.83629936675,203778.03657970624
Streptococcus pyogenes,7.0,38.8,249746.70364354347,244751.7695706726,239856.73417925913,341696.0696854667,1158814.259961689,3961924.889400651,12798001.243122086,46349364.117016405,155686971.02663833,531528181.4109483,587875152.3460025,624498377.380053,666641248.3786062,653308423.4110341,640242254.9428134,635947811.358094,623228855.1309321,627418205.8006651,619906200.2968099,641623304.0921292,628790838.0102867,640575742.4393027,628907741.6610519,622996894.6663282
Bacillus subtilis,7.8,26.2,384229.09711441817,376544.5151721298,448689.9753199388,809507.8335123578,1392530.9081001005,2167891.6272633905,3750349.242652947,6697092.457925458,11383051.407706926,18508487.986097623,32099054.158935837,55337228.4038726,95905550.49599886,158013298.25532958,620159407.6313384,647930951.9207712,635284674.7344037,622578981.2397157,620898948.5541568,630401603.9099149,617793571.8317165,633607226.1346203,645158964.3426886,635733720.0637733
Bacillus subtilis,7.9,15.1,410810.54371671606,402594.3328423818,439049.1530240958,430268.1699636139,421662.8065643417,413869.21846416,411090.4421850807,405245.8758251011,419962.27219868934,416333.33985078975,408006.67305377393,403361.8291624604,395294.5925792112,419631.0394830659,411238.4186934046,422205.01881746144,413760.9184411122,412003.380052978,418020.3747315743,440205.901244148,434703.7284477422,426719.1731157563,463747.5344580362,458252.3730424206
Staphylococcus aureus,9.9,27.1,294498.4767019684,272702.6397861384,228795.13693052504,260258.37431059688,215404.7123578195,254386.1357252253,216038.9640061474,207731.2980574578,230159.50940579383,232907.8291860132,220663.0158881972,210622.7013805207,177488.02666325256,221771.85462712552,211287.05189071535,198234.44092523577,191348.40163537432,184620.87253115475,177707.21486482388,183438.79975519385,181178.92460518447,182545.51185167077,165384.614033489,159098.72244891818
Pseudomonas aeruginosa,7.1,38.4,171360.4439489704,191403.9205802175,305298.47817714664,2888596.996917426,28694044.28940697,276896787.62666965,931130969.4170402,912508350.0286994,894258183.0281254,889327941.6214787,911499037.5408168,906516476.230833,888386146.7062163,870618423.772092,880117058.9567649,867006410.4820704,891637035.7178017,873804295.0034456,904244650.3899924,886159757.3821926,878794177.5374743,873536910.5959517,893174326.1875829,875310839.6638312
Streptococcus pyogenes,6.8,35.0,174637.72616609704,171144.97164277508,182703.2837010668,179049.21802704546,377995.72823957953,1020772.0540557551,2345811.020242293,6311437.848723257,16600157.712667774,43525723.15325593,110091282.8859653,265088093.66773075,508385884.0543608,541533084.4496422,539227903.038146,528443344.9773831,535682854.6925343,541471248.3243963,542949874.0569597,536821111.13681704,558050546.4202139,558102159.3366771,553991194.756254,556254497.3975608
Streptococcus pyogenes,7.5,29.1,367786.63558521995,360430.9028735155,353581.37622982374,378818.7685794107,371242.39320782246,526285.9208039757,625931.8270331004,771037.8634849634,1031137.3097675248,1294417.538369235,1695634.7190308156,2180404.7444653613,2810941.453103754,3871036.190170087,4600160.775420728,6084497.14340895,400884961.5925769,392867262.3607254,387238613.4351358,384994266.9110222,390153199.1324386,385941240.4664248,379849804.1275702,390365636.31290466
Streptococcus pyogenes,6.9,39.2,456262.2855692858,452045.0516986488,445376.7396854989,475378.5781835969,1639129.9369320665,5167789.993817813,18932586.495397385,65620444.870186344,236561633.18317425,541834214.7625948,573234005.0257871,570317515.7312706,558911165.4166452,563479880.7693263,552210283.1539398,559217600.1100184,550513831.1015953,573074432.9724222,561612944.3129737,552789714.738313,567036282.4070065,555695556.7588663,552634751.0257496,553056162.7216704
Streptococcus pyogenes,7.9,39.3,350404.2725000961,350961.2466979395,343942.02176398074,346303.21583521523,1089503.6841587166,4086356.815334357,14466866.24115377,46908716.10926063,177078461.63019145,524375796.9229172,562160001.6512378,590443903.2893441,578635025.2235572,580390440.5858153,568782631.774099,563536385.9653924,560192712.5204517,548988858.2700427,562113804.3006467,554006358.7120267,576209795.768775,570698189.4208996,561393882.5789956,571121717.6485296
Streptococcus pyogenes,7.8,40.1,160420.87022466934,166748.82353308247,163413.84706242083,186975.93450734447,677945.8833242775,2691164.61435052,10468563.724662384,36683715.51250224,150811827.41905028,532758471.14507526,594354217.9726583,582467133.6132051,614598922.7729105,602306944.3174523,593055178.3126503,592601634.7234548,594736654.8425128,591646735.339251,615933813.0220857,603615136.7616439,599204309.0168248,607414080.5244502,602360528.0914999,612598165.81961
Pseudomonas aeruginosa,4.3,9.6,324869.36900376907,300390.47999942524,245902.6430974933,306912.3646443575,213675.06755705865,256624.9962414611,248434.3106048786,238061.311488785,227301.27063868815,237127.68340712017,248286.8600571879,243606.8439746836,239820.19917844955,210310.56123086292,222735.80418599377,211466.35998775187,163071.13860672544,216531.91112853508,185827.7678516949,208030.7085100665,188594.09607688765,190638.0317980795,176745.3114484163,163140.41590267184
Pseudomonas aeruginosa,7.9,26.2,361512.3384209815,368059.5563702534,360698.3652428483,353484.3979379913,346414.70997923147,364116.7962258528,356834.4603013357,352470.04164333077,345420.64081046416,363040.2757256606,355779.4702111474,348663.8808069244,343028.9854033256,356300.1018297989,351911.4342528959,344873.205567838,340910.8152550524,389353.81945602247,450291.27096910647,515944.1265961494,623412.9555135601,704979.3011733744,763444.2668518755,972942.0243006444
Bacillus subtilis,7.1,35.0,429544.73812541674,461022.8290951299,3527550.5942381094,46325476.6838234,618045807.5761873,989747313.7054971,977447252.940246,1006124618.3727056,1049079687.3413272,1028098093.5945008,1021130296.0264988,1018794272.342496,1017677589.1461349,997324037.363212,981263863.7806556,1011600590.4670888,991368578.6577471,990412797.0313008,1003870547.0633924,1017310234.8062364,1020736819.8404906,1002807333.0052482,1021643675.203564,1002077345.686914
